"Name","Platform","Compiles","CompilesDouble","Uses","UsesDouble","PermutationString"
"/ControlRig/Controls/ControlRigXRayMaterial.ControlRigXRayMaterial","0","8","0","1","29","Compiling ControlRigXRayMaterial: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Translucent, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=1, Usage={bUsedWithStaticLighting}"
"/Engine/EngineDebugMaterials/M_SimpleUnlitTranslucent.M_SimpleUnlitTranslucent","0","3","0","3","5","Compiling M_SimpleUnlitTranslucent: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Translucent, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","0","26","0","1","235","Compiling CineMat: Platform=PCD3D_SM5, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithSplineMeshes}"
"/Engine/VREditor/TransformGizmo/Xray.Xray","0","14","0","1","78","Compiling Xray: Platform=PCD3D_SM5, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","0","36","0","1","322","Compiling DefaultLightFunctionMaterial: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/Engine/EngineMaterials/NaniteHiddenSectionMaterial.NaniteHiddenSectionMaterial","0","27","0","2","261","Compiling NaniteHiddenSectionMaterial: Platform=PCD3D_SM5, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=1, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=1, Usage={}"
"/Engine/EditorLandscapeResources/SplineEditorMeshMat.SplineEditorMeshMat","0","12","0","2","79","Compiling SplineEditorMeshMat: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=1, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithSplineMeshes,bUsedWithNanite}"
"/Engine/EngineSky/M_SimpleSkyDome.M_SimpleSkyDome","0","4","0","1","13","Compiling M_SimpleSkyDome: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/Engine/BasicShapes/BasicShapeMaterial.BasicShapeMaterial","0","67","0","1","717","Compiling BasicShapeMaterial: Platform=PCD3D_SM5, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithStaticLighting,bUsedWithInstancedStaticMeshes,bUsedWithGeometryCollections,bUsedWithNanite}"
"/Engine/Tutorial/SubEditors/TutorialAssets/Character/TutorialTPP_Mat.TutorialTPP_Mat","0","26","0","2","118","Compiling TutorialTPP_Mat: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Subsurface, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithSkeletalMesh}"
"/Game/HauntedVillage/Materials/MasterMaterials/MM_VP_Base.MM_VP_Base","0","26","0","1","205","Compiling MM_VP_Base: Platform=PCD3D_SM5, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=1, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithStaticLighting}"
"/Game/HauntedVillage/Materials/MasterMaterials/MM_VP_Base.MM_VP_Base","0","23","0","5","57","Compiling MM_VP_Base: Platform=PCD3D_SM5, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithStaticLighting}"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","0","3","0","1","8","Compiling Widget3DPassThrough: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Translucent, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","0","4","0","4","5","Compiling Widget3DPassThrough: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","0","17","0","2","74","Compiling Widget3DPassThrough: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Masked, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=1, Distorted=0, WritesEveryPixel=0, ModifiesMeshPosition=0, Usage={}"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","0","7","0","3","23","Compiling Widget3DPassThrough: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=1, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","0","5","0","5","9","Compiling Widget3DPassThrough: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Translucent, SpecialEngine=0, TwoSided=1, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","0","17","0","7","109","Compiling Widget3DPassThrough: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Masked, SpecialEngine=0, TwoSided=1, TSNormal=1, Masked=1, Distorted=0, WritesEveryPixel=0, ModifiesMeshPosition=0, Usage={}"
"/Game/Abandoned_Village/Materials/Masters/MM_BlendMat_UV_Roof.MM_BlendMat_UV_Roof","0","23","0","2","149","Compiling MM_BlendMat_UV_Roof: Platform=PCD3D_SM5, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithStaticLighting,bUsedWithNanite}, StaticSwitch'Fake Bump ?2-1'=False"
"/Game/Abandoned_Village/Materials/Masters/MM_BlendMat_UV_Roof.MM_BlendMat_UV_Roof","0","23","0","1","288","Compiling MM_BlendMat_UV_Roof: Platform=PCD3D_SM5, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithStaticLighting,bUsedWithNanite}, StaticSwitch'Fake Bump ?2-1'=True"
"/Game/Abandoned_Village/Materials/Masters/MM_BlendMat_UV_Wood.MM_BlendMat_UV_Wood","0","23","0","1","98","Compiling MM_BlendMat_UV_Wood: Platform=PCD3D_SM5, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithStaticLighting,bUsedWithNanite}, StaticSwitch'Bottom Color Switch2-1'=False, StaticSwitch'Dirt Switch Vertex Paint2-1'=False, StaticSwitch'Moss Switch2-1'=False, StaticSwitch'Use RGB Mask2-1'=False"
"/Game/Abandoned_Village/Materials/Masters/MM_BlendMat_UV_Wood.MM_BlendMat_UV_Wood","0","23","0","2","76","Compiling MM_BlendMat_UV_Wood: Platform=PCD3D_SM5, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithStaticLighting,bUsedWithNanite}, StaticSwitch'Bottom Color Switch2-1'=False, StaticSwitch'Dirt Switch Vertex Paint2-1'=False, StaticSwitch'Moss Switch2-1'=False, StaticSwitch'Use RGB Mask2-1'=True"
"/Game/Abandoned_Village/Materials/Masters/MM_BlendMat_UV_Wood.MM_BlendMat_UV_Wood","0","23","0","4","89","Compiling MM_BlendMat_UV_Wood: Platform=PCD3D_SM5, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithStaticLighting,bUsedWithNanite}, StaticSwitch'Bottom Color Switch2-1'=False, StaticSwitch'Dirt Switch Vertex Paint2-1'=True, StaticSwitch'Moss Switch2-1'=False, StaticSwitch'Use RGB Mask2-1'=False"
"/Game/Abandoned_Village/Materials/Masters/MM_BlendMat_UV_Wood.MM_BlendMat_UV_Wood","0","23","0","6","87","Compiling MM_BlendMat_UV_Wood: Platform=PCD3D_SM5, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithStaticLighting,bUsedWithNanite}, StaticSwitch'Bottom Color Switch2-1'=True, StaticSwitch'Dirt Switch Vertex Paint2-1'=True, StaticSwitch'Moss Switch2-1'=False, StaticSwitch'Use RGB Mask2-1'=False"
"/Game/HauntedVillage/Materials/MasterMaterials/MM_Base.MM_Base","0","84","84","2","1006","Compiling MM_Base: Platform=PCD3D_SM5, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=1, Usage={bUsedWithStaticLighting,bUsedWithInstancedStaticMeshes}, StaticSwitch'Use parallax2-1'=False, StaticSwitch'Use Wind2-1'=False"
"/Game/HauntedVillage/Materials/MasterMaterials/MM_Base.MM_Base","0","84","84","2","1142","Compiling MM_Base: Platform=PCD3D_SM5, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=1, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=1, Usage={bUsedWithStaticLighting,bUsedWithInstancedStaticMeshes}, StaticSwitch'Use parallax2-1'=False, StaticSwitch'Use Wind2-1'=False"
"/Game/HauntedVillage/Materials/MasterMaterials/MM_Base.MM_Base","0","84","84","6","2032","Compiling MM_Base: Platform=PCD3D_SM5, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=1, Usage={bUsedWithStaticLighting,bUsedWithInstancedStaticMeshes}, StaticSwitch'Use parallax2-1'=True, StaticSwitch'Use Wind2-1'=False"
"/Game/Abandoned_Village/Materials/Masters/MM_BlendMat.MM_BlendMat","0","23","0","1","188","Compiling MM_BlendMat: Platform=PCD3D_SM5, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithStaticLighting,bUsedWithNanite}, StaticSwitch'Dirt ON?2-1'=True, StaticSwitch'Use World Align Brick2-1'=False"
"/Game/Abandoned_Village/Materials/Masters/MM_BlendMat.MM_BlendMat","0","23","0","4","128","Compiling MM_BlendMat: Platform=PCD3D_SM5, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithStaticLighting,bUsedWithNanite}, StaticSwitch'Dirt ON?2-1'=False, StaticSwitch'Use World Align Brick2-1'=True"
"/Game/Abandoned_Village/Materials/Masters/MM_SurfaceBlend.MM_SurfaceBlend","0","67","134","1","684","Compiling MM_SurfaceBlend: Platform=PCD3D_SM5, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithStaticLighting,bUsedWithSplineMeshes,bUsedWithInstancedStaticMeshes}, StaticSwitch'Baked Mask Debug2-1'=False, StaticSwitch'Base Layer Is World Aligned?2-1'=False, StaticSwitch'Base Layer Specular from Albedo2-1'=False, StaticSwitch'Base Layer World Align Type2-1'=False, StaticSwitch'Cheap Layers World Align2-1'=False, StaticSwitch'Cheap Layers World Align type2-1'=False, StaticSwitch'Dirt Layer Use Baked Mask2-1'=False, StaticSwitch'Global World Align2-1'=False, StaticSwitch'Global World Align type2-1'=False, StaticSwitch'Is Base Layer Metallic?2-1'=True, StaticSwitch'Is BaseLayer Metallic?2-1'=False, StaticSwitch'Is Middle Layer Metallic?2-1'=False, StaticSwitch'Is MiddleLayer Metallic?2-1'=False, StaticSwitch'Is Top Layer Metallic?2-1'=False, StaticSwitch'Is TopLayer Metallic?2-1'=False, StaticSwitch'Middle Layer  Specular from Albedo2-1'=False, StaticSwitch'Middle Layer Is World Aligned?2-1'=False, StaticSwitch'Middle Layer Use Baked Mask2-1'=False, StaticSwitch'Middle Layer World Align Type2-1'=False, StaticSwitch'Multiply UV0 by Object Scale2-1'=False, StaticSwitch'Puddle Layer Use Baked Mask2-1'=False, StaticSwitch'Show Up Close2-1'=False, StaticSwitch'Top Layer Is World Aligned?2-1'=False, StaticSwitch'Top Layer Specular from Albedo2-1'=False, StaticSwitch'Top Layer Use Baked Mask2-1'=False, StaticSwitch'Top Layer World Align Type2-1'=False, StaticSwitch'Use Base Layer Adjustments2-1'=True, StaticSwitch'Use Cheap Layers2-1'=False, StaticSwitch'Use DepthFade2-1'=False, StaticSwitch'Use Detail BGOH2-1'=False, StaticSwitch'Use Detail Layer2-1'=False, StaticSwitch'Use Detail Normal2-1'=True, StaticSwitch'Use Dirt Layer2-1'=False, StaticSwitch'Use Displacement2-1'=False, StaticSwitch'Use Gradient Mask2-1'=False, StaticSwitch'Use Individual DIsplacement Values2-1'=False, StaticSwitch'Use Middle Layer2-1'=False, StaticSwitch'Use Middle Layer Adjustments2-1'=False, StaticSwitch'Use Middle Layer As Cheap Layer2-1'=False, StaticSwitch'use POM2-1'=False, StaticSwitch'Use Puddle Layer2-1'=False, StaticSwitch'Use Puddle Layer As Cheap Level2-1'=False, StaticSwitch'Use Tesselation2-1'=False, StaticSwitch'Use TexCoord[1]2-1'=True, StaticSwitch'Use tint mask?2-1'=False, StaticSwitch'Use Top Layer2-1'=False, StaticSwitch'Use Top Layer Adjustments2-1'=False, StaticSwitch'Use Top Layer As Cheap Layer2-1'=False, StaticSwitch'VertexColorDebug2-1'=False, StaticMask'BakedMaskChannels2-1'=R"
"/Game/Abandoned_Village/Materials/Masters/MM_SurfaceBlend.MM_SurfaceBlend","0","67","67","1","1220","Compiling MM_SurfaceBlend: Platform=PCD3D_SM5, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithStaticLighting,bUsedWithSplineMeshes,bUsedWithInstancedStaticMeshes}, StaticSwitch'Baked Mask Debug2-1'=False, StaticSwitch'Base Layer Is World Aligned?2-1'=False, StaticSwitch'Base Layer Specular from Albedo2-1'=False, StaticSwitch'Base Layer World Align Type2-1'=False, StaticSwitch'Cheap Layers World Align2-1'=False, StaticSwitch'Cheap Layers World Align type2-1'=False, StaticSwitch'Dirt Layer Use Baked Mask2-1'=False, StaticSwitch'Global World Align2-1'=False, StaticSwitch'Global World Align type2-1'=False, StaticSwitch'Is Base Layer Metallic?2-1'=False, StaticSwitch'Is BaseLayer Metallic?2-1'=False, StaticSwitch'Is Middle Layer Metallic?2-1'=False, StaticSwitch'Is MiddleLayer Metallic?2-1'=False, StaticSwitch'Is Top Layer Metallic?2-1'=False, StaticSwitch'Is TopLayer Metallic?2-1'=False, StaticSwitch'Middle Layer  Specular from Albedo2-1'=False, StaticSwitch'Middle Layer Is World Aligned?2-1'=False, StaticSwitch'Middle Layer Use Baked Mask2-1'=False, StaticSwitch'Middle Layer World Align Type2-1'=False, StaticSwitch'Multiply UV0 by Object Scale2-1'=False, StaticSwitch'Puddle Layer Use Baked Mask2-1'=False, StaticSwitch'Show Up Close2-1'=False, StaticSwitch'Top Layer Is World Aligned?2-1'=False, StaticSwitch'Top Layer Specular from Albedo2-1'=False, StaticSwitch'Top Layer Use Baked Mask2-1'=False, StaticSwitch'Top Layer World Align Type2-1'=False, StaticSwitch'Use Base Layer Adjustments2-1'=True, StaticSwitch'Use Cheap Layers2-1'=False, StaticSwitch'Use DepthFade2-1'=False, StaticSwitch'Use Detail BGOH2-1'=False, StaticSwitch'Use Detail Layer2-1'=False, StaticSwitch'Use Detail Normal2-1'=True, StaticSwitch'Use Dirt Layer2-1'=False, StaticSwitch'Use Displacement2-1'=False, StaticSwitch'Use Gradient Mask2-1'=False, StaticSwitch'Use Individual DIsplacement Values2-1'=False, StaticSwitch'Use Middle Layer2-1'=False, StaticSwitch'Use Middle Layer Adjustments2-1'=False, StaticSwitch'Use Middle Layer As Cheap Layer2-1'=False, StaticSwitch'use POM2-1'=False, StaticSwitch'Use Puddle Layer2-1'=False, StaticSwitch'Use Puddle Layer As Cheap Level2-1'=False, StaticSwitch'Use Tesselation2-1'=False, StaticSwitch'Use TexCoord[1]2-1'=True, StaticSwitch'Use tint mask?2-1'=False, StaticSwitch'Use Top Layer2-1'=False, StaticSwitch'Use Top Layer Adjustments2-1'=False, StaticSwitch'Use Top Layer As Cheap Layer2-1'=False, StaticSwitch'VertexColorDebug2-1'=False, StaticMask'BakedMaskChannels2-1'=R"
"/Game/Abandoned_Village/Materials/Masters/MM_SurfaceBlend.MM_SurfaceBlend","0","67","67","1","966","Compiling MM_SurfaceBlend: Platform=PCD3D_SM5, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithStaticLighting,bUsedWithSplineMeshes,bUsedWithInstancedStaticMeshes}, StaticSwitch'Baked Mask Debug2-1'=False, StaticSwitch'Base Layer Is World Aligned?2-1'=False, StaticSwitch'Base Layer Specular from Albedo2-1'=False, StaticSwitch'Base Layer World Align Type2-1'=False, StaticSwitch'Cheap Layers World Align2-1'=False, StaticSwitch'Cheap Layers World Align type2-1'=False, StaticSwitch'Dirt Layer Use Baked Mask2-1'=False, StaticSwitch'Global World Align2-1'=False, StaticSwitch'Global World Align type2-1'=False, StaticSwitch'Is Base Layer Metallic?2-1'=False, StaticSwitch'Is BaseLayer Metallic?2-1'=False, StaticSwitch'Is Middle Layer Metallic?2-1'=False, StaticSwitch'Is MiddleLayer Metallic?2-1'=False, StaticSwitch'Is Top Layer Metallic?2-1'=False, StaticSwitch'Is TopLayer Metallic?2-1'=False, StaticSwitch'Middle Layer  Specular from Albedo2-1'=False, StaticSwitch'Middle Layer Is World Aligned?2-1'=False, StaticSwitch'Middle Layer Use Baked Mask2-1'=False, StaticSwitch'Middle Layer World Align Type2-1'=False, StaticSwitch'Multiply UV0 by Object Scale2-1'=False, StaticSwitch'Puddle Layer Use Baked Mask2-1'=False, StaticSwitch'Show Up Close2-1'=False, StaticSwitch'Top Layer Is World Aligned?2-1'=False, StaticSwitch'Top Layer Specular from Albedo2-1'=False, StaticSwitch'Top Layer Use Baked Mask2-1'=False, StaticSwitch'Top Layer World Align Type2-1'=False, StaticSwitch'Use Base Layer Adjustments2-1'=True, StaticSwitch'Use Cheap Layers2-1'=True, StaticSwitch'Use DepthFade2-1'=False, StaticSwitch'Use Detail BGOH2-1'=False, StaticSwitch'Use Detail Layer2-1'=True, StaticSwitch'Use Detail Normal2-1'=True, StaticSwitch'Use Dirt Layer2-1'=True, StaticSwitch'Use Displacement2-1'=False, StaticSwitch'Use Gradient Mask2-1'=False, StaticSwitch'Use Individual DIsplacement Values2-1'=False, StaticSwitch'Use Middle Layer2-1'=False, StaticSwitch'Use Middle Layer Adjustments2-1'=False, StaticSwitch'Use Middle Layer As Cheap Layer2-1'=False, StaticSwitch'use POM2-1'=False, StaticSwitch'Use Puddle Layer2-1'=True, StaticSwitch'Use Puddle Layer As Cheap Level2-1'=False, StaticSwitch'Use Tesselation2-1'=False, StaticSwitch'Use TexCoord[1]2-1'=True, StaticSwitch'Use tint mask?2-1'=False, StaticSwitch'Use Top Layer2-1'=False, StaticSwitch'Use Top Layer Adjustments2-1'=False, StaticSwitch'Use Top Layer As Cheap Layer2-1'=False, StaticSwitch'VertexColorDebug2-1'=False, StaticMask'BakedMaskChannels2-1'=R"
